Date,vix,s&p500
14-May-97,21.09,833.130005
15-May-97,19.91,836.039978
16-May-97,21.57,841.880005
19-May-97,21.48,829.75
20-May-97,19.26,833.27002
21-May-97,19.28,841.659973
22-May-97,18.77,839.349976
23-May-97,18.08,835.659973
27-May-97,19.36,847.030029
28-May-97,19.28,849.710022
29-May-97,19.02,847.210022
30-May-97,19.19,844.080017
2-Jun-97,20.85,848.280029
3-Jun-97,20.01,846.359985
4-Jun-97,20.1,845.47998
5-Jun-97,20.36,840.109985
6-Jun-97,18.94,843.429993
9-Jun-97,19.46,858.01001
10-Jun-97,19.04,862.909973
11-Jun-97,18.85,865.27002
12-Jun-97,18.51,869.570007
13-Jun-97,19.27,883.460022
16-Jun-97,19.77,893.27002
17-Jun-97,20.17,893.900024
18-Jun-97,20.45,894.419983
19-Jun-97,20.1,889.059998
20-Jun-97,20.2,897.98999
23-Jun-97,21.19,898.700012
24-Jun-97,20.74,878.619995
25-Jun-97,21.5,896.340027
26-Jun-97,21.82,888.98999
27-Jun-97,21.22,883.679993
30-Jun-97,21.53,887.299988
1-Jul-97,21,885.140015
2-Jul-97,19.7,891.030029
3-Jul-97,17.82,904.030029
7-Jul-97,19.13,916.919983
8-Jul-97,18.76,912.200012
9-Jul-97,20.4,918.75
10-Jul-97,19.92,907.539978
11-Jul-97,19.06,913.780029
14-Jul-97,19.58,916.679993
15-Jul-97,19,918.380005
16-Jul-97,19.36,925.76001
17-Jul-97,20.54,936.590027
18-Jul-97,22.28,931.609985
21-Jul-97,23.51,915.299988
22-Jul-97,21.77,912.940002
23-Jul-97,21.3,933.97998
24-Jul-97,20.96,936.559998
25-Jul-97,20.82,940.299988
28-Jul-97,21.84,938.789978
29-Jul-97,22.02,936.450012
30-Jul-97,21.39,942.289978
31-Jul-97,21.48,952.289978
1-Aug-97,22.29,954.309998
4-Aug-97,21.94,947.140015
5-Aug-97,20.64,950.299988
6-Aug-97,20.05,952.369995
7-Aug-97,19.77,960.320007
8-Aug-97,22.46,951.190002
11-Aug-97,22.77,933.539978
12-Aug-97,23.75,937
13-Aug-97,24.52,926.530029
14-Aug-97,23.11,922.02002
15-Aug-97,24.45,924.77002
18-Aug-97,24.37,900.809998
19-Aug-97,22.64,912.48999
20-Aug-97,21.09,926.01001
21-Aug-97,23.83,939.349976
22-Aug-97,24.74,925.049988
25-Aug-97,24.1,923.539978
26-Aug-97,24.73,920.159973
27-Aug-97,24.26,913.02002
28-Aug-97,24.51,913.700012
29-Aug-97,24.76,903.669983
2-Sep-97,24.53,899.469971
3-Sep-97,24.95,927.580017
4-Sep-97,25.27,927.859985
5-Sep-97,24.31,930.869995
8-Sep-97,24.4,929.049988
9-Sep-97,23.89,931.200012
10-Sep-97,24.64,933.619995
11-Sep-97,25.99,919.030029
12-Sep-97,25.17,912.590027
15-Sep-97,25.74,923.909973
16-Sep-97,23.77,919.77002
17-Sep-97,24.1,945.640015
18-Sep-97,23.48,943
19-Sep-97,22.74,947.289978
22-Sep-97,22.08,950.51001
23-Sep-97,22,955.429993
24-Sep-97,22.64,951.929993
25-Sep-97,22.96,944.47998
26-Sep-97,22.26,937.909973
29-Sep-97,22.23,945.219971
30-Sep-97,22.91,953.340027
1-Oct-97,22.32,947.280029
2-Oct-97,22.27,955.409973
3-Oct-97,21.54,960.460022
6-Oct-97,21.61,965.030029
7-Oct-97,20.29,972.690002
8-Oct-97,20.77,983.119995
9-Oct-97,22.31,973.840027
10-Oct-97,19.75,970.619995
13-Oct-97,20.26,966.97998
14-Oct-97,19.99,968.099976
15-Oct-97,20.05,970.280029
16-Oct-97,20.53,965.719971
17-Oct-97,21.69,955.25
20-Oct-97,20.72,944.159973
21-Oct-97,19.53,955.609985
22-Oct-97,19.86,972.280029
23-Oct-97,22.99,968.48999
24-Oct-97,23.17,950.690002
27-Oct-97,31.12,941.640015
28-Oct-97,31.22,876.98999
29-Oct-97,33.75,921.849976
30-Oct-97,38.2,919.159973
31-Oct-97,35.09,903.679993
3-Nov-97,32.09,914.619995
4-Nov-97,32.24,938.98999
5-Nov-97,32.18,940.76001
6-Nov-97,32.57,942.76001
7-Nov-97,36.27,938.030029
10-Nov-97,36.63,927.51001
11-Nov-97,36.38,921.130005
12-Nov-97,37.84,923.780029
13-Nov-97,36.64,905.960022
14-Nov-97,33.66,916.659973
17-Nov-97,31.58,928.349976
18-Nov-97,31.55,946.200012
19-Nov-97,29.93,938.22998
20-Nov-97,27.32,944.590027
21-Nov-97,26.65,958.97998
24-Nov-97,29.8,963.090027
25-Nov-97,28.95,946.669983
26-Nov-97,,950.820007
28-Nov-97,27.43,951.640015
1-Dec-97,26.01,955.400024
2-Dec-97,25.66,974.77002
3-Dec-97,23.92,971.679993
4-Dec-97,23.84,976.77002
5-Dec-97,22.65,973.099976
8-Dec-97,23.22,983.789978
9-Dec-97,23.36,982.369995
10-Dec-97,24.55,975.780029
11-Dec-97,27.63,969.789978
12-Dec-97,27.92,954.940002
15-Dec-97,27.37,953.390015
16-Dec-97,26.11,963.390015
17-Dec-97,26.33,968.039978
18-Dec-97,27.19,965.539978
19-Dec-97,29.18,955.299988
22-Dec-97,28.56,946.780029
23-Dec-97,29.86,953.700012
24-Dec-97,30.27,939.130005
26-Dec-97,29.27,932.700012
29-Dec-97,26.79,936.460022
30-Dec-97,24.38,953.349976
31-Dec-97,24.01,970.840027
2-Jan-98,23.42,970.429993
5-Jan-98,24.36,975.039978
6-Jan-98,25.66,977.070007
7-Jan-98,25.07,966.580017
8-Jan-98,26.01,964
9-Jan-98,28.69,956.049988
12-Jan-98,28.02,927.690002
13-Jan-98,25.17,939.210022
14-Jan-98,23.75,952.119995
15-Jan-98,23.45,957.940002
16-Jan-98,21.65,950.72998
20-Jan-98,21.65,961.51001
21-Jan-98,22.53,978.599976
22-Jan-98,23.16,970.809998
23-Jan-98,23.32,963.039978
26-Jan-98,23.97,957.590027
27-Jan-98,22.27,956.950012
28-Jan-98,22.06,969.02002
29-Jan-98,21.65,977.460022
30-Jan-98,21.47,985.48999
2-Feb-98,21.36,980.280029
3-Feb-98,20.67,1001.27002
4-Feb-98,20.55,1006
5-Feb-98,21.29,1006.900024
6-Feb-98,20.51,1003.539978
9-Feb-98,21.55,1012.460022
10-Feb-98,20.66,1010.73999
11-Feb-98,20.38,1019.01001
12-Feb-98,19.73,1020.01001
13-Feb-98,19.84,1024.140015
17-Feb-98,20.76,1020.090027
18-Feb-98,19.66,1022.76001
19-Feb-98,19.88,1032.079956
20-Feb-98,19,1028.280029
23-Feb-98,18.99,1034.209961
24-Feb-98,19.35,1038.140015
25-Feb-98,18.62,1030.560059
26-Feb-98,18.63,1042.900024
27-Feb-98,18.55,1048.670044
2-Mar-98,19.19,1049.339966
3-Mar-98,19.04,1047.699951
4-Mar-98,19.58,1052.02002
5-Mar-98,20.93,1047.329956
6-Mar-98,19.14,1035.050049
9-Mar-98,20.23,1055.689941
10-Mar-98,19.43,1052.310059
11-Mar-98,18.89,1064.25
12-Mar-98,18.25,1068.469971
13-Mar-98,18.71,1069.920044
16-Mar-98,18.51,1068.609985
17-Mar-98,18.66,1079.27002
18-Mar-98,18.29,1080.449951
19-Mar-98,17.76,1085.52002
20-Mar-98,18.69,1089.73999
23-Mar-98,19.98,1099.160034
24-Mar-98,20.51,1095.550049
25-Mar-98,22.54,1105.650024
26-Mar-98,22.81,1101.930054
27-Mar-98,23.47,1100.800049
30-Mar-98,24.66,1095.439941
31-Mar-98,24.22,1093.599976
1-Apr-98,23.37,1101.75
2-Apr-98,21.98,1108.150024
3-Apr-98,21.82,1120.01001
6-Apr-98,22.47,1122.699951
7-Apr-98,23.66,1121.380005
8-Apr-98,23.17,1109.550049
9-Apr-98,21.51,1101.650024
13-Apr-98,22.77,1110.670044
14-Apr-98,21.61,1109.689941
15-Apr-98,20.89,1115.75
16-Apr-98,22.06,1119.319946
17-Apr-98,20.76,1108.170044
20-Apr-98,20.39,1122.719971
21-Apr-98,19.91,1123.650024
22-Apr-98,19.44,1126.670044
23-Apr-98,20.6,1130.540039
24-Apr-98,21.97,1119.579956
27-Apr-98,26.09,1107.900024
28-Apr-98,24.17,1086.540039
29-Apr-98,22.78,1085.109985
30-Apr-98,21.18,1094.619995
1-May-98,19.34,1111.75
4-May-98,20.32,1121
5-May-98,21.46,1122.069946
6-May-98,22.79,1115.5
7-May-98,23.39,1104.920044
8-May-98,20.57,1095.140015
11-May-98,21.05,1108.140015
12-May-98,20.98,1106.640015
13-May-98,20.44,1115.790039
14-May-98,19.64,1118.859985
15-May-98,20.44,1117.369995
18-May-98,21.69,1108.72998
19-May-98,20.39,1105.819946
20-May-98,19.89,1109.52002
21-May-98,19.38,1119.060059
22-May-98,18.99,1114.640015
26-May-98,22.07,1110.469971
27-May-98,22.59,1094.02002
28-May-98,20.74,1092.22998
29-May-98,21.32,1097.599976
1-Jun-98,22.83,1090.819946
2-Jun-98,22,1090.97998
3-Jun-98,22.85,1093.219971
4-Jun-98,21.22,1082.72998
5-Jun-98,19.78,1094.829956
8-Jun-98,20.58,1113.859985
9-Jun-98,20.52,1115.719971
10-Jun-98,21.48,1118.410034
11-Jun-98,23.57,1112.280029
12-Jun-98,22.78,1094.579956
15-Jun-98,25.94,1098.839966
16-Jun-98,24.8,1077.01001
17-Jun-98,22.89,1087.589966
18-Jun-98,22.4,1107.109985
19-Jun-98,21.92,1106.369995
22-Jun-98,21.94,1100.650024
23-Jun-98,20.17,1103.209961
24-Jun-98,20.02,1119.48999
25-Jun-98,20.25,1132.880005
26-Jun-98,19.36,1129.280029
29-Jun-98,19.57,1133.199951
30-Jun-98,19.71,1138.48999
1-Jul-98,18,1133.839966
2-Jul-98,17.67,1148.560059
6-Jul-98,18.63,1146.420044
7-Jul-98,18.62,1157.329956
8-Jul-98,17.82,1154.660034
9-Jul-98,18.16,1166.380005
10-Jul-98,17.92,1158.560059
13-Jul-98,18.26,1164.329956
14-Jul-98,17.88,1165.189941
15-Jul-98,17.89,1177.579956
16-Jul-98,16.97,1174.810059
17-Jul-98,16.23,1183.98999
20-Jul-98,17.34,1186.75
21-Jul-98,20.1,1184.099976
22-Jul-98,20.32,1165.069946
23-Jul-98,23.01,1164.079956
24-Jul-98,23.01,1139.75
27-Jul-98,23.13,1140.800049
28-Jul-98,25.25,1147.27002
29-Jul-98,24.79,1130.23999
30-Jul-98,22.66,1125.209961
31-Jul-98,24.8,1142.949951
3-Aug-98,25.98,1120.670044
4-Aug-98,31.06,1112.439941
5-Aug-98,29.83,1072.119995
6-Aug-98,28.2,1081.430054
7-Aug-98,27.02,1089.630005
10-Aug-98,28.75,1089.449951
11-Aug-98,31.91,1083.140015
12-Aug-98,28.55,1068.97998
13-Aug-98,29.92,1084.219971
14-Aug-98,34.34,1074.910034
17-Aug-98,31.86,1062.75
18-Aug-98,28.4,1083.670044
19-Aug-98,28.69,1101.199951
20-Aug-98,30,1098.060059
21-Aug-98,33.14,1091.599976
24-Aug-98,31.8,1081.23999
25-Aug-98,30.33,1088.140015
26-Aug-98,31.14,1092.849976
27-Aug-98,38.55,1084.189941
28-Aug-98,39.6,1042.589966
31-Aug-98,44.28,1027.140015
1-Sep-98,36.48,957.280029
2-Sep-98,36.76,994.26001
3-Sep-98,41.43,990.47998
4-Sep-98,43.31,982.26001
8-Sep-98,37.9,973.890015
9-Sep-98,39.66,1023.460022
10-Sep-98,45.29,1006.200012
11-Sep-98,43.74,980.190002
14-Sep-98,38.57,1009.059998
15-Sep-98,36.58,1029.719971
16-Sep-98,35.94,1037.680054
17-Sep-98,39.23,1045.47998
18-Sep-98,38.63,1018.869995
21-Sep-98,38.58,1020.090027
22-Sep-98,36.62,1023.890015
23-Sep-98,32.47,1029.630005
24-Sep-98,34.66,1066.089966
25-Sep-98,34.55,1042.719971
28-Sep-98,34.87,1044.75
29-Sep-98,36.08,1048.689941
30-Sep-98,40.95,1049.02002
1-Oct-98,43.48,1017.01001
2-Oct-98,40.47,986.390015
5-Oct-98,42.81,1002.599976
6-Oct-98,41.2,988.559998
7-Oct-98,43.51,984.590027
8-Oct-98,45.74,970.679993
9-Oct-98,42.2,959.440002
12-Oct-98,40.07,984.390015
13-Oct-98,40.23,997.710022
14-Oct-98,38.96,994.799988
15-Oct-98,33.34,1005.530029
16-Oct-98,34.82,1047.48999
19-Oct-98,33.13,1056.420044
20-Oct-98,33.11,1062.390015
21-Oct-98,33.21,1063.930054
22-Oct-98,31.53,1069.920044
23-Oct-98,32.27,1078.47998
26-Oct-98,32.38,1070.670044
27-Oct-98,32.95,1072.319946
28-Oct-98,32.42,1065.339966
29-Oct-98,29.5,1068.089966
30-Oct-98,28.05,1085.930054
2-Nov-98,27.26,1098.670044
3-Nov-98,27.76,1111.599976
4-Nov-98,27.37,1110.839966
5-Nov-98,26.01,1118.670044
6-Nov-98,25.7,1133.849976
9-Nov-98,28.09,1141.01001
10-Nov-98,28.17,1130.199951
11-Nov-98,28.47,1128.26001
12-Nov-98,29.28,1120.969971
13-Nov-98,29.03,1117.689941
16-Nov-98,28.9,1125.719971
17-Nov-98,27.95,1135.869995
18-Nov-98,27.13,1139.319946
19-Nov-98,25.5,1144.47998
20-Nov-98,22.47,1152.609985
23-Nov-98,21.84,1163.550049
24-Nov-98,23.28,1188.209961
25-Nov-98,22.15,1182.98999
27-Nov-98,22.09,1186.869995
30-Nov-98,26.01,1192.329956
1-Dec-98,24.97,1163.630005
2-Dec-98,25.43,1175.280029
3-Dec-98,28.7,1171.25
4-Dec-98,25.31,1150.140015
7-Dec-98,24.9,1176.73999
8-Dec-98,25.58,1187.699951
9-Dec-98,25.66,1181.380005
10-Dec-98,26.81,1183.48999
11-Dec-98,27.72,1165.02002
14-Dec-98,31.31,1166.459961
15-Dec-98,29.42,1141.199951
16-Dec-98,29.96,1162.829956
17-Dec-98,27.96,1161.939941
18-Dec-98,25.04,1179.97998
21-Dec-98,23.86,1188.030029
22-Dec-98,22.78,1202.839966
23-Dec-98,20.21,1203.569946
24-Dec-98,21.48,1228.540039
28-Dec-98,23.5,1226.27002
29-Dec-98,22.18,1225.48999
30-Dec-98,23.34,1241.810059
31-Dec-98,24.42,1231.930054
4-Jan-99,26.17,1229.22998
5-Jan-99,24.46,1228.099976
6-Jan-99,23.34,1244.780029
7-Jan-99,24.37,1272.339966
8-Jan-99,23.28,1269.72998
11-Jan-99,25.46,1275.089966
12-Jan-99,28.1,1263.880005
13-Jan-99,30.11,1239.51001
14-Jan-99,32.98,1234.400024
15-Jan-99,29.24,1212.189941
19-Jan-99,29.24,1243.26001
20-Jan-99,28.6,1252
21-Jan-99,30.92,1256.619995
22-Jan-99,31.95,1235.160034
25-Jan-99,31.13,1225.189941
26-Jan-99,29.23,1233.97998
27-Jan-99,29.73,1252.310059
28-Jan-99,28.11,1243.170044
29-Jan-99,26.25,1265.369995
1-Feb-99,27.67,1279.640015
2-Feb-99,28.16,1273
3-Feb-99,27.88,1261.98999
4-Feb-99,29.48,1272.069946
5-Feb-99,29.67,1248.48999
8-Feb-99,30.27,1239.400024
9-Feb-99,31.36,1243.77002
10-Feb-99,30.45,1216.140015
11-Feb-99,27.42,1223.550049
12-Feb-99,29.76,1254.040039
16-Feb-99,29.65,1230.130005
17-Feb-99,30.65,1241.869995
18-Feb-99,30.45,1224.030029
19-Feb-99,29.3,1237.280029
22-Feb-99,25.87,1239.219971
23-Feb-99,26.49,1272.140015
24-Feb-99,27.21,1271.180054
25-Feb-99,28.01,1253.410034
26-Feb-99,27.88,1245.02002
1-Mar-99,28.37,1238.329956
2-Mar-99,29.22,1236.160034
3-Mar-99,29.04,1225.5
4-Mar-99,26.67,1227.699951
5-Mar-99,24.08,1246.640015
8-Mar-99,24.54,1275.469971
9-Mar-99,25.02,1282.72998
10-Mar-99,24.79,1279.839966
11-Mar-99,24.37,1286.839966
12-Mar-99,24.84,1297.680054
15-Mar-99,25.24,1294.589966
16-Mar-99,25.15,1307.26001
17-Mar-99,25.57,1306.380005
18-Mar-99,24.13,1297.819946
19-Mar-99,24.32,1316.550049
22-Mar-99,25,1299.290039
23-Mar-99,27.27,1297.01001
24-Mar-99,26.6,1262.140015
25-Mar-99,24.33,1268.589966
26-Mar-99,24.04,1289.98999
29-Mar-99,23.54,1282.800049
30-Mar-99,22.73,1310.170044
31-Mar-99,23.26,1300.75
1-Apr-99,22.06,1286.369995
5-Apr-99,22.19,1293.719971
6-Apr-99,22.65,1321.119995
7-Apr-99,22.81,1317.890015
8-Apr-99,22.59,1326.890015
9-Apr-99,21.77,1343.97998
12-Apr-99,21.93,1348.349976
13-Apr-99,22.73,1358.630005
14-Apr-99,24.94,1349.819946
15-Apr-99,23.93,1328.439941
16-Apr-99,23.9,1322.849976
19-Apr-99,26.42,1319
20-Apr-99,25.02,1289.47998
21-Apr-99,23.31,1306.170044
22-Apr-99,22.62,1336.119995
23-Apr-99,22.76,1358.819946
26-Apr-99,23.53,1356.849976
27-Apr-99,23.36,1360.040039
28-Apr-99,24.4,1362.800049
29-Apr-99,25.06,1350.910034
30-Apr-99,25.07,1342.829956
3-May-99,24.15,1335.180054
4-May-99,25.62,1354.630005
5-May-99,25.19,1332
6-May-99,27.44,1347.310059
7-May-99,25.36,1332.050049
10-May-99,26.62,1345
11-May-99,25.62,1340.300049
12-May-99,26.13,1355.609985
13-May-99,25.02,1364
14-May-99,26.86,1367.560059
17-May-99,27.28,1337.800049
18-May-99,27.26,1339.48999
19-May-99,25.08,1333.319946
20-May-99,24.46,1344.22998
21-May-99,24.4,1338.829956
24-May-99,27.62,1330.290039
25-May-99,28.9,1306.650024
26-May-99,27.57,1284.400024
27-May-99,28.12,1304.76001
28-May-99,25.39,1281.410034
1-Jun-99,26.62,1301.839966
2-Jun-99,26.21,1294.26001
3-Jun-99,26.2,1294.810059
4-Jun-99,23.43,1299.540039
7-Jun-99,23.78,1327.75
8-Jun-99,24.02,1334.52002
9-Jun-99,23.9,1317.329956
10-Jun-99,25.32,1318.640015
11-Jun-99,25.9,1302.819946
14-Jun-99,26.51,1293.640015
15-Jun-99,25.91,1294
16-Jun-99,22.4,1301.160034
17-Jun-99,21.95,1330.410034
18-Jun-99,21.75,1339.900024
21-Jun-99,21.81,1342.839966
22-Jun-99,21.7,1349
23-Jun-99,21.32,1335.880005
24-Jun-99,23.06,1333.060059
25-Jun-99,21.76,1315.780029
28-Jun-99,22.63,1315.310059
29-Jun-99,22.51,1331.349976
30-Jun-99,21.09,1351.449951
1-Jul-99,19.69,1372.709961
2-Jul-99,18.66,1380.959961
6-Jul-99,20.73,1391.219971
7-Jul-99,20.35,1388.119995
8-Jul-99,20.24,1395.859985
9-Jul-99,17.96,1394.420044
12-Jul-99,19.73,1403.280029
13-Jul-99,19.95,1399.099976
14-Jul-99,19.71,1393.560059
15-Jul-99,18.68,1398.170044
16-Jul-99,17.42,1409.619995
19-Jul-99,19.07,1418.780029
20-Jul-99,21.79,1407.650024
21-Jul-99,21.46,1377.099976
22-Jul-99,23.05,1379.290039
23-Jul-99,23.32,1360.969971
26-Jul-99,24.98,1356.939941
27-Jul-99,23.23,1347.76001
28-Jul-99,22.85,1362.839966
29-Jul-99,24.52,1365.400024
30-Jul-99,24.64,1341.030029
2-Aug-99,25.59,1328.719971
3-Aug-99,26.27,1328.050049
4-Aug-99,27.4,1322.180054
5-Aug-99,27.01,1305.329956
6-Aug-99,26.6,1313.709961
9-Aug-99,27.66,1300.290039
10-Aug-99,28.45,1297.800049
11-Aug-99,25.39,1281.430054
12-Aug-99,25.03,1301.930054
13-Aug-99,22.31,1298.160034
16-Aug-99,23.07,1327.680054
17-Aug-99,21.67,1330.77002
18-Aug-99,23.3,1344.160034
19-Aug-99,24.39,1332.839966
20-Aug-99,22.95,1323.589966
23-Aug-99,22.55,1336.609985
24-Aug-99,22.4,1360.219971
25-Aug-99,20.96,1363.5
26-Aug-99,21.21,1381.790039
27-Aug-99,21.83,1362.01001
30-Aug-99,24.63,1348.27002
31-Aug-99,24.45,1324.02002
1-Sep-99,22.93,1320.410034
2-Sep-99,24.53,1331.069946
3-Sep-99,20.98,1319.109985
7-Sep-99,23.44,1357.23999
8-Sep-99,23.82,1350.449951
9-Sep-99,23.01,1344.150024
10-Sep-99,22.03,1347.660034
13-Sep-99,22.89,1351.660034
14-Sep-99,23.77,1344.130005
15-Sep-99,24.56,1336.290039
16-Sep-99,25.25,1317.969971
17-Sep-99,23.3,1318.47998
20-Sep-99,24.03,1335.420044
21-Sep-99,25.65,1335.530029
22-Sep-99,25.19,1307.579956
23-Sep-99,27.84,1310.51001
24-Sep-99,27.79,1280.410034
27-Sep-99,26.4,1277.359985
28-Sep-99,26.06,1283.310059
29-Sep-99,26.49,1282.199951
30-Sep-99,25.41,1268.369995
1-Oct-99,24.93,1282.709961
4-Oct-99,24.46,1282.810059
5-Oct-99,24.79,1304.599976
6-Oct-99,22.06,1301.349976
7-Oct-99,23.58,1325.400024
8-Oct-99,20.49,1317.640015
11-Oct-99,20.63,1336.02002
12-Oct-99,22.84,1335.209961
13-Oct-99,25.96,1313.040039
14-Oct-99,26.05,1285.550049
15-Oct-99,28.75,1283.420044
18-Oct-99,28.19,1247.410034
19-Oct-99,26.56,1254.130005
20-Oct-99,23.9,1261.319946
21-Oct-99,24.02,1289.430054
22-Oct-99,21.64,1283.609985
25-Oct-99,23.6,1301.650024
26-Oct-99,24.26,1293.630005
27-Oct-99,24.2,1281.910034
28-Oct-99,21.34,1296.709961
29-Oct-99,22.2,1342.439941
1-Nov-99,22.09,1362.930054
2-Nov-99,23.1,1354.119995
3-Nov-99,23.16,1347.73999
4-Nov-99,23,1354.930054
5-Nov-99,21.66,1362.640015
8-Nov-99,21.87,1370.22998
9-Nov-99,22.7,1377.01001
10-Nov-99,22.26,1365.280029
11-Nov-99,22.07,1373.459961
12-Nov-99,21.65,1381.459961
15-Nov-99,22.74,1396.060059
16-Nov-99,20.73,1394.390015
17-Nov-99,20.96,1420.069946
18-Nov-99,19.76,1410.709961
19-Nov-99,19.11,1424.939941
22-Nov-99,19.98,1422
23-Nov-99,21,1420.939941
24-Nov-99,20.26,1404.640015
26-Nov-99,22.33,1417.079956
29-Nov-99,23.57,1416.619995
30-Nov-99,24.18,1407.829956
1-Dec-99,22.23,1388.910034
2-Dec-99,21.77,1397.719971
3-Dec-99,19.32,1409.040039
6-Dec-99,20.58,1433.300049
7-Dec-99,21.09,1423.329956
8-Dec-99,21.25,1409.170044
9-Dec-99,21.19,1403.880005
10-Dec-99,21.48,1408.109985
13-Dec-99,21.72,1417.040039
14-Dec-99,23.06,1415.219971
15-Dec-99,22.03,1403.170044
16-Dec-99,21.91,1413.329956
17-Dec-99,21.35,1418.780029
20-Dec-99,23.78,1421.030029
21-Dec-99,22.66,1418.089966
22-Dec-99,22.43,1433.430054
23-Dec-99,21.12,1436.130005
27-Dec-99,23.07,1458.339966
28-Dec-99,22.97,1457.099976
29-Dec-99,23.09,1457.660034
30-Dec-99,24.76,1463.459961
31-Dec-99,24.64,1464.469971
3-Jan-00,24.21,1469.25
4-Jan-00,27.01,1455.219971
5-Jan-00,26.41,1399.420044
6-Jan-00,25.73,1402.109985
7-Jan-00,21.72,1403.449951
10-Jan-00,21.71,1441.469971
11-Jan-00,22.5,1457.599976
12-Jan-00,22.84,1438.560059
13-Jan-00,21.71,1432.25
14-Jan-00,19.66,1449.680054
18-Jan-00,21.5,1465.150024
19-Jan-00,21.72,1455.140015
20-Jan-00,21.75,1455.900024
21-Jan-00,20.82,1445.569946
24-Jan-00,24.07,1441.359985
25-Jan-00,23.02,1401.530029
26-Jan-00,23.03,1410.030029
27-Jan-00,23.54,1404.089966
28-Jan-00,26.14,1398.560059
31-Jan-00,24.95,1360.160034
1-Feb-00,23.45,1394.459961
2-Feb-00,23.12,1409.280029
3-Feb-00,22.01,1409.119995
4-Feb-00,21.54,1424.969971
7-Feb-00,22.79,1424.369995
8-Feb-00,21.25,1424.23999
9-Feb-00,22.9,1441.719971
10-Feb-00,23.07,1411.709961
11-Feb-00,24.42,1416.829956
14-Feb-00,24.38,1387.119995
15-Feb-00,22.92,1389.939941
16-Feb-00,23.51,1402.050049
17-Feb-00,23.17,1387.670044
18-Feb-00,26,1388.26001
22-Feb-00,25.86,1346.089966
23-Feb-00,23.89,1352.170044
24-Feb-00,24.38,1360.689941
25-Feb-00,25.2,1353.430054
28-Feb-00,24.68,1333.359985
29-Feb-00,23.37,1348.050049
1-Mar-00,21.64,1366.420044
2-Mar-00,21.06,1379.189941
3-Mar-00,19.21,1381.76001
6-Mar-00,21.5,1409.170044
7-Mar-00,24.31,1391.280029
8-Mar-00,23.82,1355.619995
9-Mar-00,22.21,1366.699951
10-Mar-00,21.24,1401.689941
13-Mar-00,22.85,1395.069946
14-Mar-00,24.41,1383.619995
15-Mar-00,22.34,1359.150024
16-Mar-00,20.77,1392.140015
17-Mar-00,22.37,1458.469971
20-Mar-00,22.96,1464.469971
21-Mar-00,21.7,1456.630005
22-Mar-00,21.49,1493.869995
23-Mar-00,22.26,1500.640015
24-Mar-00,23.31,1527.349976
27-Mar-00,24.53,1527.459961
28-Mar-00,24.86,1523.859985
29-Mar-00,24.1,1507.72998
30-Mar-00,25.47,1508.52002
31-Mar-00,24.11,1487.920044
3-Apr-00,24.03,1498.579956
4-Apr-00,27.12,1505.969971
5-Apr-00,28.41,1494.72998
6-Apr-00,27.15,1487.369995
7-Apr-00,24.39,1501.339966
10-Apr-00,25.99,1516.349976
11-Apr-00,27.25,1504.459961
12-Apr-00,28.98,1500.589966
13-Apr-00,29.4,1467.170044
14-Apr-00,33.49,1440.51001
17-Apr-00,28.95,1356.560059
18-Apr-00,26.12,1401.439941
19-Apr-00,27.02,1441.609985
20-Apr-00,25.85,1427.469971
24-Apr-00,27.37,1434.540039
25-Apr-00,25.24,1429.859985
26-Apr-00,26.97,1477.439941
27-Apr-00,26.19,1460.98999
28-Apr-00,26.2,1464.920044
1-May-00,25.88,1452.430054
2-May-00,28.5,1468.25
3-May-00,31.63,1446.290039
4-May-00,30.77,1415.099976
5-May-00,27.53,1409.569946
8-May-00,28.2,1432.630005
9-May-00,28.93,1424.170044
10-May-00,29.87,1412.140015
11-May-00,27.76,1383.050049
12-May-00,26.05,1407.810059
15-May-00,24.86,1420.959961
16-May-00,24.34,1452.359985
17-May-00,23.98,1466.040039
18-May-00,23.96,1447.800049
19-May-00,25.44,1437.209961
22-May-00,26,1406.949951
23-May-00,25.87,1400.719971
24-May-00,24.32,1373.859985
25-May-00,24.58,1399.050049
26-May-00,24.47,1381.52002
30-May-00,23.62,1378.02002
31-May-00,23.65,1422.449951
1-Jun-00,22.36,1420.599976
2-Jun-00,21.48,1448.810059
5-Jun-00,22.71,1477.26001
6-Jun-00,23.05,1467.630005
7-Jun-00,22.48,1457.839966
8-Jun-00,22.77,1471.359985
9-Jun-00,22.14,1461.670044
12-Jun-00,22.32,1456.949951
13-Jun-00,21.67,1446
14-Jun-00,21.48,1469.439941
15-Jun-00,20.68,1470.540039
16-Jun-00,20.5,1478.72998
19-Jun-00,20.63,1464.459961
20-Jun-00,20.88,1486
21-Jun-00,20.61,1475.949951
22-Jun-00,22,1479.130005
23-Jun-00,22.34,1452.180054
26-Jun-00,22.45,1441.47998
27-Jun-00,21.8,1455.310059
28-Jun-00,20.29,1450.550049
29-Jun-00,19.7,1454.819946
30-Jun-00,19.54,1442.390015
3-Jul-00,19.83,1454.599976
5-Jul-00,21.16,1469.540039
6-Jul-00,20.94,1446.22998
7-Jul-00,19.22,1456.670044
10-Jul-00,20.33,1478.900024
11-Jul-00,20.11,1475.619995
12-Jul-00,20.03,1480.880005
13-Jul-00,20.03,1492.920044
14-Jul-00,19.32,1495.839966
17-Jul-00,19.45,1509.97998
